movies_id,movies_name,released_year,duration,rating,Image_url,genres
tt0333766,Garden state,(2004),102 min,7.4,"https://m.media-amazon.com/images/M/MV5BMjc5MDE0NjkxOF5BMl5BanBnXkFtZTcwNzA0NTkyMw@@._V1_UY209_CR0,0,140,209_AL_.jpg",Comedy Drama Romance
tt1340138,Terminator genisys,(2015),126 min,6.3,"https://m.media-amazon.com/images/M/MV5BMjM1NTc0NzE4OF5BMl5BanBnXkFtZTgwNDkyNjQ1NTE@._V1_UX140_CR0,0,140,209_AL_.jpg",Action Adventure Sci-Fi
tt0120812,Rush hour,(1998),98 min,7,"https://m.media-amazon.com/images/M/MV5BYWM2NDZmYmYtNzlmZC00M2MyLWJmOGUtMjhiYmQ2OGU1YTE1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR1,0,140,209_AL_.jpg",Action Comedy Crime
tt0175142,Scary movie,(2000),88 min,6.2,"https://m.media-amazon.com/images/M/MV5BMGEzZjdjMGQtZmYzZC00N2I4LThiY2QtNWY5ZmQ3M2ExZmM4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Comedy
tt1817273,The place beyond the pines,(2012),140 min,7.3,"https://m.media-amazon.com/images/M/MV5BMjc1OTEwNjU4N15BMl5BanBnXkFtZTcwNzUzNDIwOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Crime Drama Thriller
tt0486822,Disturbia,(2007),105 min,6.8,"https://m.media-amazon.com/images/M/MV5BMTMyNTIxOTQ3M15BMl5BanBnXkFtZTcwMjU2NzAzMw@@._V1_UY209_CR0,0,140,209_AL_.jpg",Crime Drama Mystery
tt0420223,Stranger than fiction,(2006),113 min,7.5,"https://m.media-amazon.com/images/M/MV5BMmE2ZjYwNGYtYWMyMS00M2I0LWI4NDEtMzc1MTllMjk0ZmFmXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY209_CR0,0,140,209_AL_.jpg",Comedy Drama Fantasy
tt0448011,Knowing,(2009),121 min,6.2,"https://m.media-amazon.com/images/M/MV5BMTMyMjgyMDIyM15BMl5BanBnXkFtZTcwNjg3MjAyMg@@._V1_UY209_CR0,0,140,209_AL_.jpg",Action Drama Mystery
tt0298203,8 mile,(2002),110 min,7.1,"https://m.media-amazon.com/images/M/MV5BOWI3MDIzZmYtN2Y3MC00YTljLWFiYmYtNWIzMjg1ZWQ1ODlhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX140_CR0,0,140,209_AL_.jpg",Drama Music
tt0185937,The blair witch project,(1999),81 min,6.5,"https://m.media-amazon.com/images/M/MV5BNzQ1NDBlNDItMDAyYS00YTI2LTgwMmYtMzAwMzg4NDFlM2ZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Horror Mystery
tt0399146,A history of violence,(2005),96 min,7.4,"https://m.media-amazon.com/images/M/MV5BMTczMzIzMTQ1OV5BMl5BanBnXkFtZTYwMDQwNjk2._V1_UY209_CR0,0,140,209_AL_.jpg",Drama Thriller
tt0099348,Dances with wolves,(1990),181 min,8,"https://m.media-amazon.com/images/M/MV5BMTY3OTI5NDczN15BMl5BanBnXkFtZTcwNDA0NDY3Mw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Adventure Drama Western
tt0183505,"Me, myself & irene",(2000),116 min,6.6,"https://m.media-amazon.com/images/M/MV5BODMwMDY2YzUtNGFiNS00NDA1LWI4YzMtYzVmM2RlZTk3NGVlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Comedy
tt1931533,Seven psychopaths,(2012),110 min,7.2,"https://m.media-amazon.com/images/M/MV5BMTgwMzUxMjc0M15BMl5BanBnXkFtZTcwMzQ2MjYyOA@@._V1_UY209_CR0,0,140,209_AL_.jpg",Comedy Crime
tt1673434,The twilight saga: breaking dawn - part 2,(2012),115 min,5.5,"https://m.media-amazon.com/images/M/MV5BMTcyMzUyMzY1OF5BMl5BanBnXkFtZTcwNDQ4ODk1OA@@._V1_UY209_CR0,0,140,209_AL_.jpg",Adventure Drama Fantasy
tt0302886,Old school,(2003),88 min,7.1,"https://m.media-amazon.com/images/M/MV5BYzI4NDIzMDgtNGNkZi00MTI2LWJhYzgtYzM5NThhMTQ0OGIzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Comedy
tt1213663,The world's end,(2013),109 min,7,"https://m.media-amazon.com/images/M/MV5BNzA1MTk1MzY0OV5BMl5BanBnXkFtZTgwNjkzNTUwMDE@._V1_UY209_CR0,0,140,209_AL_.jpg",Comedy Sci-Fi
tt0364725,Dodgeball: a true underdog story,(2004),92 min,6.7,"https://m.media-amazon.com/images/M/MV5BMTIwMzE2MjM4MV5BMl5BanBnXkFtZTYwNjA1OTY3._V1_UY209_CR0,0,140,209_AL_.jpg",Comedy Sport
tt1212450,Lawless,(2012),116 min,7.3,"https://m.media-amazon.com/images/M/MV5BMjAxNjUyNjUwN15BMl5BanBnXkFtZTcwMDgwOTIyOA@@._V1_UY209_CR1,0,140,209_AL_.jpg",Crime Drama
tt1179904,Paranormal activity,(2007),86 min,6.3,"https://m.media-amazon.com/images/M/MV5BMjY1NjcxODQ4MV5BMl5BanBnXkFtZTcwMzUxNjM4Mg@@._V1_UY209_CR0,0,140,209_AL_.jpg",Horror Mystery
tt0825232,The bucket list,(2007),97 min,7.4,"https://m.media-amazon.com/images/M/MV5BMTY2NTUyMjIyNF5BMl5BanBnXkFtZTYwNzYwMDM4._V1_UY209_CR0,0,140,209_AL_.jpg",Comedy Drama
tt1325004,The twilight saga: eclipse,(2010),124 min,5,"https://m.media-amazon.com/images/M/MV5BNDMwNjAzNzYwOF5BMl5BanBnXkFtZTcwMDY5NzcyMw@@._V1_UY209_CR1,0,140,209_AL_.jpg",Adventure Drama Fantasy
tt1588173,Warm bodies,(2013),98 min,6.8,"https://m.media-amazon.com/images/M/MV5BYTc5ZjFhMDItYmViMi00YjI5LTgzNzctZjcxMDYzMWU2NTk2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY209_CR4,0,140,209_AL_.jpg",Comedy Horror Romance
tt1731141,Ender's game,(2013),114 min,6.6,"https://m.media-amazon.com/images/M/MV5BMjAzMzI5OTgzMl5BMl5BanBnXkFtZTgwMTU5MTAwMDE@._V1_UY209_CR0,0,140,209_AL_.jpg",Action Adventure Fantasy
tt0296572,The chronicles of riddick,(2004),119 min,6.7,"https://m.media-amazon.com/images/M/MV5BNzBjNmJkYjUtMTFjMC00ZWI5LWEyM2YtNzczOTczMmM1ODY5XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UY209_CR0,0,140,209_AL_.jpg",Action Adventure Sci-Fi
tt0118655,Austin powers: international man of mystery,(1997),94 min,7,"https://m.media-amazon.com/images/M/MV5BMWUwMmEwY2QtMGZmZC00ZDVjLTg1NDgtMmI0MmZmYmM4NGIxXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX140_CR0,0,140,209_AL_.jpg",Adventure Comedy
tt0985699,Valkyrie,(2008),121 min,7.1,"https://m.media-amazon.com/images/M/MV5BMTg3Njc2ODEyN15BMl5BanBnXkFtZTcwNTAwMzc3NA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Drama History Thriller
tt0465234,National treasure: book of secrets,(2007),124 min,6.5,"https://m.media-amazon.com/images/M/MV5BMTU2NTM3NjU1N15BMl5BanBnXkFtZTcwODg1MDU1MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Action Adventure Mystery
tt1192628,Rango,(2011),107 min,7.2,"https://m.media-amazon.com/images/M/MV5BMTc4NjEyODE1OV5BMl5BanBnXkFtZTcwMjYzNTkxNA@@._V1_UY209_CR0,0,140,209_AL_.jpg",Animation Adventure Comedy
tt0112471,Before sunrise,(1995),101 min,8.1,"https://m.media-amazon.com/images/M/MV5BZDdiZTAwYzAtMDI3Ni00OTRjLTkzN2UtMGE3MDMyZmU4NTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY209_CR0,0,140,209_AL_.jpg",Drama Romance
tt1234721,Robocop,(2014),117 min,6.1,"https://m.media-amazon.com/images/M/MV5BMjAyOTUzMTcxN15BMl5BanBnXkFtZTgwMjkyOTc1MDE@._V1_UY209_CR0,0,140,209_AL_.jpg",Action Crime Sci-Fi
tt0102057,Hook,(1991),142 min,6.8,"https://m.media-amazon.com/images/M/MV5BNmJjNTQzMjctMmE2NS00ZmYxLWE1NjYtYmRmNjNiMzljOTc3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Adventure Comedy Family
tt0457939,The holiday,(2006),136 min,6.9,"https://m.media-amazon.com/images/M/MV5BMTI1MDk4MzA2OF5BMl5BanBnXkFtZTYwMjQ3NDc3._V1_UY209_CR0,0,140,209_AL_.jpg",Comedy Romance
tt0259324,Ghost rider,(2007),110 min,5.2,"https://m.media-amazon.com/images/M/MV5BMzIyNDE5ODI1OV5BMl5BanBnXkFtZTcwNTIyNDE0MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Action Fantasy Thriller
tt1324999,The twilight saga: breaking dawn - part 1,(2011),117 min,4.9,"https://m.media-amazon.com/images/M/MV5BODgxNDE0OTAzOF5BMl5BanBnXkFtZTcwNzcwODE2Ng@@._V1_UY209_CR0,0,140,209_AL_.jpg",Adventure Drama Fantasy
tt0072890,Dog day afternoon,(1975),125 min,8,"https://m.media-amazon.com/images/M/MV5BODExZmE2ZWItYTIzOC00MzI1LTgyNTktMDBhNmFhY2Y4OTQ3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX140_CR0,0,140,209_AL_.jpg",Biography Crime Drama
tt0104257,A few good men,(1992),138 min,7.7,"https://m.media-amazon.com/images/M/MV5BMmRlZDQ1MmUtMzE2Yi00YTkxLTk1MGMtYmIyYWQwODcxYzRlXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UY209_CR0,0,140,209_AL_.jpg",Drama Thriller
tt1302011,Kung fu panda 2,(2011),90 min,7.2,"https://m.media-amazon.com/images/M/MV5BYzQ0ZWIxZjAtYWI3Yy00MGM0LWFjOGYtNzcyYThiOTA3ODI1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR0,0,140,209_AL_.jpg",Animation Action Adventure
tt0120655,Dogma,(1999),130 min,7.3,"https://m.media-amazon.com/images/M/MV5BYzAyOWUyZjQtNDBiMy00ZDExLTgwNmMtZDdmY2ViNzkyN2Y0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR1,0,140,209_AL_.jpg",Adventure Comedy Drama
tt1210819,The lone ranger,(2013),150 min,6.4,"https://m.media-amazon.com/images/M/MV5BZjFiMTc2MTAtZDA0My00OGRmLTk5M2ItNTlmYTUwZmU2YmRiXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY209_CR0,0,140,209_AL_.jpg",Action Adventure Western
tt0109445,Clerks,(1994),92 min,7.7,"https://m.media-amazon.com/images/M/MV5BNzE1Njk0NmItNDhlMC00ZmFlLWI4ZTUtYTY4ZjgzNjkyMTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Comedy
tt1375670,Grown ups,(I) (2010),102 min,5.9,"https://m.media-amazon.com/images/M/MV5BMjA0ODYwNzU5Nl5BMl5BanBnXkFtZTcwNTI1MTgxMw@@._V1_UY209_CR0,0,140,209_AL_.jpg",Comedy
tt0145660,Austin powers: the spy who shagged me,(1999),95 min,6.6,"https://m.media-amazon.com/images/M/MV5BMmFkZGQxN2YtODNlYS00MzM5LTk3NjQtNTUxYmQ1YzkwMDhmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Action Adventure Comedy
tt0107614,Mrs. doubtfire,(1993),125 min,7,"https://m.media-amazon.com/images/M/MV5BMjExMDUzODE1N15BMl5BanBnXkFtZTgwNTU5NTYxMTE@._V1_UY209_CR0,0,140,209_AL_.jpg",Comedy Drama Family
tt1706620,Snowpiercer,(2013),126 min,7.1,"https://m.media-amazon.com/images/M/MV5BMTQ3NzA1MTY3MV5BMl5BanBnXkFtZTgwNzE2Mzg5MTE@._V1_UY209_CR0,0,140,209_AL_.jpg",Action Drama Sci-Fi
tt0195714,Final destination,(2000),98 min,6.7,"https://m.media-amazon.com/images/M/MV5BZTI0NGM2OGYtNzVmMi00NGQ2LTk2MDAtN2RmYjIzMGRkZGYxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Horror Thriller
tt0093870,Robocop,(1987),102 min,7.5,"https://m.media-amazon.com/images/M/MV5BZWVlYzU2ZjQtZmNkMi00OTc3LTkwZmYtZDVjNmY4OWFmZGJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Action Crime Sci-Fi
tt1855199,End of watch,(2012),109 min,7.6,"https://m.media-amazon.com/images/M/MV5BMjMxNjU0ODU5Ml5BMl5BanBnXkFtZTcwNjI4MzAyOA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Action Crime Drama
tt1598778,Contagion,(2011),106 min,6.7,"https://m.media-amazon.com/images/M/MV5BMTY3MDk5MDc3OV5BMl5BanBnXkFtZTcwNzAyNTg0Ng@@._V1_UY209_CR0,0,140,209_AL_.jpg",Drama Thriller
tt0462499,Rambo,(2008),92 min,7,"https://m.media-amazon.com/images/M/MV5BMTI5Mjg1MzM4NF5BMl5BanBnXkFtZTcwNTAyNzUzMw@@._V1_UY209_CR0,0,140,209_AL_.jpg",Action Thriller
tt1596363,The big short,(2015),130 min,7.8,"https://m.media-amazon.com/images/M/MV5BNDc4MThhN2EtZjMzNC00ZDJmLThiZTgtNThlY2UxZWMzNjdkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Biography Comedy Drama
tt0335345,The passion of the christ,(2004),127 min,7.2,"https://m.media-amazon.com/images/M/MV5BNDY1N2IyYWMtZTY4OS00OGM1LTkxNmUtOTQzYmM5MmI2YmVmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Drama
tt0463985,The fast and the furious: tokyo drift,(2006),104 min,6,"https://m.media-amazon.com/images/M/MV5BMTQ2NTMxODEyNV5BMl5BanBnXkFtZTcwMDgxMjA0MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Action Crime Thriller
tt0107818,Philadelphia,(1993),125 min,7.7,"https://m.media-amazon.com/images/M/MV5BNDE0MWE1ZTMtOWFkMS00YjdiLTkwZTItMDljYjY3MjM0NTk5XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX140_CR0,0,140,209_AL_.jpg",Drama
tt0089218,The goonies,(1985),114 min,7.8,"https://m.media-amazon.com/images/M/MV5BODRlMjRkZGEtZWM2Zi00ZjYxLWE0MWUtMmM1YWM2NzZlOTE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Adventure Comedy Family
tt0172156,Bad boys ii,(2003),147 min,6.6,"https://m.media-amazon.com/images/M/MV5BZmU4NzVkZjEtZmQxMi00ZDY5LWI3ZDYtMWRmZjE5YmYwZjQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Action Comedy Crime
tt0133152,Planet of the apes,(2001),119 min,5.7,"https://m.media-amazon.com/images/M/MV5BY2RlMDhlY2MtMjQ1Zi00NzI5LTgxOTgtZjliNWMzYTY3NWZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Action Adventure Sci-Fi
tt0309698,Identity,(2003),90 min,7.3,"https://m.media-amazon.com/images/M/MV5BMjE2NzgyNDYzNl5BMl5BanBnXkFtZTYwODM2Nzc2._V1_UX140_CR0,0,140,209_AL_.jpg",Mystery Thriller
tt1211956,Escape plan,(2013),115 min,6.7,"https://m.media-amazon.com/images/M/MV5BMzllMmUxN2UtNmM3YS00NGU1LThhYjUtYmY3YTc0OTVlMzJiXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_UX140_CR0,0,140,209_AL_.jpg",Action Thriller
tt0983193,The adventures of tintin,(2011),107 min,7.3,"https://m.media-amazon.com/images/M/MV5BNDE5MDExNTQ1OF5BMl5BanBnXkFtZTcwMDIxMTM5Ng@@._V1_UY209_CR0,0,140,209_AL_.jpg",Animation Action Adventure
tt0898367,The road,(I) (2009),111 min,7.2,"https://m.media-amazon.com/images/M/MV5BMTAwNzk4NTU3NDReQTJeQWpwZ15BbWU3MDg3OTEyODI@._V1_UY209_CR1,0,140,209_AL_.jpg",Drama
tt0408306,Munich,(2005),164 min,7.5,"https://m.media-amazon.com/images/M/MV5BMTcwNzYzMzMwMF5BMl5BanBnXkFtZTcwMzMzODczMQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Action Drama History
tt1243957,The tourist,(I) (2010),103 min,6,"https://m.media-amazon.com/images/M/MV5BMTMyMzc3OTkwMV5BMl5BanBnXkFtZTcwMjc0MTgwNA@@._V1_UY209_CR0,0,140,209_AL_.jpg",Action Crime Romance
tt3682448,Bridge of spies,(2015),142 min,7.6,"https://m.media-amazon.com/images/M/MV5BMjIxOTI0MjU5NV5BMl5BanBnXkFtZTgwNzM4OTk4NTE@._V1_UY209_CR0,0,140,209_AL_.jpg",Drama History Thriller
tt0163978,The beach,(I) (2000),119 min,6.7,"https://m.media-amazon.com/images/M/MV5BNTljZTUzYWUtOTI4YS00NmZlLWE5MmQtZjFlZDZhNjg4MjQxXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UY209_CR0,0,140,209_AL_.jpg",Adventure Drama Romance
tt0287978,Daredevil,(2003),103 min,5.3,"https://m.media-amazon.com/images/M/MV5BMjYwZDNhMTgtNjEwNS00Y2Y0LTkxYjMtY2MyYTM0NDE1N2ZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR1,0,140,209_AL_.jpg",Action Crime
tt0373469,Kiss kiss bang bang,(2005),103 min,7.5,"https://m.media-amazon.com/images/M/MV5BMTY5NDExMDA3M15BMl5BanBnXkFtZTYwNTc2MzA3._V1_UY209_CR0,0,140,209_AL_.jpg",Action Comedy Crime
tt0138097,Shakespeare in love,(1998),123 min,7.1,"https://m.media-amazon.com/images/M/MV5BM2ZkNjM5MjEtNTBlMC00OTI5LTgyYmEtZDljMzNmNzhiNzY0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UY209_CR3,0,140,209_AL_.jpg",Comedy Drama History
tt1623205,Oz the great and powerful,(2013),130 min,6.3,"https://m.media-amazon.com/images/M/MV5BMjMyMzQ1ODM1MF5BMl5BanBnXkFtZTcwMjE2MTQxOQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Adventure Family Fantasy
tt0070735,The sting,(1973),129 min,8.3,"https://m.media-amazon.com/images/M/MV5BNGU3NjQ4YTMtZGJjOS00YTQ3LThmNmItMTI5MDE2ODI3NzY3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg",Comedy Crime Drama
tt0053291,Some like it hot,(1959),121 min,8.2,"https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX140_CR0,0,140,209_AL_.jpg",Comedy Music Romance
tt1132620,Män som hatar kvinnor,(2009),152 min,7.8,"https://m.media-amazon.com/images/M/MV5BMTc2Mjc0MDg3MV5BMl5BanBnXkFtZTcwMjUzMDkxMw@@._V1_UY209_CR0,0,140,209_AL_.jpg",Crime Drama Mystery
tt0308644,Finding neverland,(2004),106 min,7.7,"https://m.media-amazon.com/images/M/MV5BMTMxNzYzNzUzMV5BMl5BanBnXkFtZTYwNjcwMjE3._V1_UY209_CR0,0,140,209_AL_.jpg",Biography Drama Family
tt1046173,G.i. joe: the rise of cobra,(2009),118 min,5.8,"https://m.media-amazon.com/images/M/MV5BMTQzMTU1NzQwNl5BMl5BanBnXkFtZTcwNDg4NzMzMw@@._V1_UY209_CR0,0,140,209_AL_.jpg",Action Adventure Sci-Fi
tt0758774,Body of lies,(2008),128 min,7.1,"https://m.media-amazon.com/images/M/MV5BMTgzOTY3MTM0OV5BMl5BanBnXkFtZTcwNjc5MTI5MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Action Drama Thriller
tt1638355,The man from u.n.c.l.e.,(2015),116 min,7.3,"https://m.media-amazon.com/images/M/MV5BOTZmMWFhYmQtZDE5YS00YzBlLWJlOGEtYzAwNGU1YzVlYjZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY209_CR0,0,140,209_AL_.jpg",Action Adventure Comedy
tt1189340,The lincoln lawyer,(2011),118 min,7.3,"https://m.media-amazon.com/images/M/MV5BMTQ4NDE4NTY5MV5BMl5BanBnXkFtZTcwODQyMTkxNA@@._V1_UY209_CR0,0,140,209_AL_.jpg",Crime Drama Thriller
tt1321870,Gangster squad,(2013),113 min,6.7,"https://m.media-amazon.com/images/M/MV5BMTcwMjAyMTUzMl5BMl5BanBnXkFtZTcwODgxNzk1OA@@._V1_UY209_CR0,0,140,209_AL_.jpg",Action Crime Drama
tt0245712,Amores perros,(2000),154 min,8.1,"https://m.media-amazon.com/images/M/MV5BMjQxMWJhMzMtMzllZi00NzMwLTllYjktNTcwZmU4ZmU3NTA0XkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_UY209_CR8,0,140,209_AL_.jpg",Drama Thriller
tt1139797,Låt den rätte komma in,(2008),114 min,7.9,"https://m.media-amazon.com/images/M/MV5BOWM4NTY2NTMtZDZlZS00NTgyLWEzZDMtODE3ZGI1MzI3ZmU5XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY209_CR3,0,140,209_AL_.jpg",Crime Drama Fantasy
tt0110632,Natural born killers,(1994),118 min,7.3,"https://m.media-amazon.com/images/M/MV5BMTI2NTU2Nzc0MV5BMl5BanBnXkFtZTcwMzY1OTM2MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Action Crime Drama
tt0384537,Silent hill,(2006),125 min,6.5,"https://m.media-amazon.com/images/M/MV5BOWQzNTU3NGUtNDAxMi00ZjFjLTkyYWUtYjgwZDJiMDljZWY4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Horror
tt1564367,Just go with it,(2011),117 min,6.4,"https://m.media-amazon.com/images/M/MV5BMTM3MzM3NDE5MV5BMl5BanBnXkFtZTcwNDE5MTUxNA@@._V1_UY209_CR0,0,140,209_AL_.jpg",Comedy Romance
tt2209764,Transcendence,(I) (2014),119 min,6.3,"https://m.media-amazon.com/images/M/MV5BMTc1MjQ3ODAyOV5BMl5BanBnXkFtZTgwNjI1NDQ0MTE@._V1_UY209_CR0,0,140,209_AL_.jpg",Action Drama Sci-Fi
tt1823672,Chappie,(2015),120 min,6.8,"https://m.media-amazon.com/images/M/MV5BMTUyNTI4NTIwNl5BMl5BanBnXkFtZTgwMjQ4MTI0NDE@._V1_UY209_CR0,0,140,209_AL_.jpg",Action Crime Drama
tt1001526,Megamind,(2010),95 min,7.2,"https://m.media-amazon.com/images/M/MV5BMTAzMzI0NTMzNDBeQTJeQWpwZ15BbWU3MDM3NTAyOTM@._V1_UX140_CR0,0,140,209_AL_.jpg",Animation Action Comedy
tt0083944,First blood,(1982),93 min,7.7,"https://m.media-amazon.com/images/M/MV5BODBmOWU2YWMtZGUzZi00YzRhLWJjNDAtYTUwNWVkNDcyZmU5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Action Adventure
tt0112442,Bad boys,(1995),119 min,6.9,"https://m.media-amazon.com/images/M/MV5BMGE1ZTQ0ZTEtZTEwZS00NWE0LTlmMDUtMTE1ZWJiZTYzZTQ2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Action Comedy Crime
tt0116996,Mars attacks!,(1996),106 min,6.3,"https://m.media-amazon.com/images/M/MV5BNThlMjBmOWItNjljZi00ZGU4LWJkZjgtNWU1ZjI1MTg4MzczXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX140_CR0,0,140,209_AL_.jpg",Comedy Sci-Fi
tt1605630,American reunion,(2012),113 min,6.7,"https://m.media-amazon.com/images/M/MV5BMTY4MTEyMzU1N15BMl5BanBnXkFtZTcwNDQ0NTc1Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Comedy
tt0299658,Chicago,(2002),113 min,7.1,"https://m.media-amazon.com/images/M/MV5BN2E3NDU1ZTktNzZjNy00MWU3LWI4YmMtMjdjNTIzMDU0MDdiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR1,0,140,209_AL_.jpg",Comedy Crime Musical
tt0409847,Cowboys & aliens,(2011),119 min,6,"https://m.media-amazon.com/images/M/MV5BMTM1MzkyNzQ3OV5BMl5BanBnXkFtZTcwMDk1NTg2NQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Action Sci-Fi Thriller
tt0096283,Tonari no totoro,(1988),86 min,8.2,"https://m.media-amazon.com/images/M/MV5BYzJjMTYyMjQtZDI0My00ZjE2LTkyNGYtOTllNGQxNDMyZjE0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR4,0,140,209_AL_.jpg",Animation Family Fantasy
tt0108550,What's eating gilbert grape,(1993),118 min,7.8,"https://m.media-amazon.com/images/M/MV5BY2EyZDlhNjItODYzNi00Mzc3LWJjOWUtMTViODU5MTExZWMyL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Drama
tt0083987,Gandhi,(1982),191 min,8,"https://m.media-amazon.com/images/M/MV5BMzJiZDRmOWUtYjE2MS00Mjc1LTg1ZDYtNTQxYWJkZTg1OTM4XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX140_CR0,0,140,209_AL_.jpg",Biography Drama History
tt0243155,Bridget jones's diary,(2001),97 min,6.7,"https://m.media-amazon.com/images/M/MV5BYjc3NjU1ZTEtNmNjNi00YzNiLWI3OWQtMTJmYTRkZDc1NDE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Comedy Drama Romance
tt0120762,Mulan,(1998),88 min,7.6,"https://m.media-amazon.com/images/M/MV5BODkxNGQ1NWYtNzg0Ny00Yjg3LThmZTItMjE2YjhmZTQ0ODY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Animation Adventure Family
tt1424381,Predators,(2010),107 min,6.4,"https://m.media-amazon.com/images/M/MV5BNjFmNDNlMGItMDQxMS00ZWMxLTg4MmQtMTBiNWU3ZDU1Nzk1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Action Adventure Sci-Fi
tt0265208,The girl next door,(2004),109 min,6.7,"https://m.media-amazon.com/images/M/MV5BMTQ0ODIyMzE1N15BMl5BanBnXkFtZTcwODEwODczMw@@._V1_UY209_CR0,0,140,209_AL_.jpg",Comedy Drama Romance
